gen_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
G0,3.384,4.1547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1841,2.2453,1.5480999999999998,1.9739,2.8737,3.2811,3.3213,2.3399,1.2346,0.9340999999999999,0.6116999999999999,1.0011,1.4064999999999999,2.4721,0.0
G1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G2,0.0,0.0,0.20560000000000023,0.4934000000000003,0.6653000000000002,0.6739000000000002,0.7990000000000002,0.8915000000000002,0.10420000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03180000000000005
G3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G8,0.0,0.0,0.1826000000000001,0.6444000000000001,0.9194000000000001,0.9332000000000001,1.1338000000000001,1.2817,0.020700000000000163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5611414999999997,3.2247,2.7085,3.332,0.0,0.0,0.0
G11,3.2300999999999997,4.4643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9092,1.4054999999999995,0.2883999999999993,0.9703999999999997,2.4126,3.0649999999999995,3.1298,1.5572999999999997,1.1459584999999999,0.0,0.0,0.0,0.0613999999999999,1.7691,5.0683
G12,4.4158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.159599999999999,2.9585999999999997,2.4269999999999996,2.9718999999999998,4.123099999999999,4.2837,4.3355,3.2257850999999995,2.0266999999999995,1.6412999999999998,1.2294999999999994,1.7272999999999996,2.2455999999999996,3.6087,0.0
G13,0.0,0.2309000000000001,0.9351000000000003,1.3039000000000005,1.524,1.5348000000000006,1.6946000000000003,1.8129,0.8062000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7132000000000005
G14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21421488,0.0,0.0,0.0,0.0,0.0,0.0,0.0
